icd_code;disease_type_pl;disease_type_en;icd_disease_details;disease_pl_details;disease_en_details
N34;Zapalenie cewki moczowej i zespół cewki moczowej;Urethritis and urethral syndrome;N34.2;Inne zapalenie cewki moczowej;Other urethritis
N34;Zapalenie cewki moczowej i zespół cewki moczowej;Urethritis and urethral syndrome;N34.2;Inne zapalenie cewki moczowej;
N34;Zapalenie cewki moczowej i zespół cewki moczowej;Urethritis and urethral syndrome;N34.2;Inne zapalenie cewki moczowej;
N34;Zapalenie cewki moczowej i zespół cewki moczowej;Urethritis and urethral syndrome;N34.2;Inne zapalenie cewki moczowej;
N34;Zapalenie cewki moczowej i zespół cewki moczowej;Urethritis and urethral syndrome;N34.2;Inne zapalenie cewki moczowej;
N34;Zapalenie cewki moczowej i zespół cewki moczowej;Urethritis and urethral syndrome;N34.3;Zespół cewki moczowej, nieokreślony;Urethral syndrome, unspecified
N35;Zwężenie cewki moczowej;Urethral stricture;N35.0;Pourazowe zwężenie cewki moczowej;Post-traumatic urethral stricture
N35;Zwężenie cewki moczowej;Urethral stricture;N35.0;Pourazowe zwężenie cewki moczowej;
N35;Zwężenie cewki moczowej;Urethral stricture;N35.0;Pourazowe zwężenie cewki moczowej;
N35;Zwężenie cewki moczowej;Urethral stricture;N35.1;Pozapalne zwężenie cewki moczowej, niesklasyfikowane gdzie indziej;Postinfective urethral stricture, not elsewhere classified
N35;Zwężenie cewki moczowej;Urethral stricture;N35.8;Inne zwężenie cewki moczowej;Other urethral stricture
N35;Zwężenie cewki moczowej;Urethral stricture;N35.9;Zwężenie cewki moczowej, nieokreślone;Urethral stricture, unspecified
N35;Zwężenie cewki moczowej;Urethral stricture;N35.9;Zwężenie cewki moczowej, nieokreślone;
N36;Inne schorzenia cewki moczowej;Other disorders of urethra;N36.0;Przetoka cewki moczowej;Urethral fistula
N36;Inne schorzenia cewki moczowej;Other disorders of urethra;N36.0;Przetoka cewki moczowej;
N36;Inne schorzenia cewki moczowej;Other disorders of urethra;N36.0;Przetoka cewki moczowej;
N36;Inne schorzenia cewki moczowej;Other disorders of urethra;N36.0;Przetoka cewki moczowej;
N36;Inne schorzenia cewki moczowej;Other disorders of urethra;N36.0;Przetoka cewki moczowej;
N36;Inne schorzenia cewki moczowej;Other disorders of urethra;N36.1;Uchyłek cewki moczowej;Urethral diverticulum
N36;Inne schorzenia cewki moczowej;Other disorders of urethra;N36.2;Mięsko cewkowe;Urethral caruncle
N36;Inne schorzenia cewki moczowej;Other disorders of urethra;N36.3;Wypadnięcie błony śluzowej cewki moczowej;Prolapsed urethral mucosa
N36;Inne schorzenia cewki moczowej;Other disorders of urethra;N36.3;Wypadnięcie błony śluzowej cewki moczowej;
N36;Inne schorzenia cewki moczowej;Other disorders of urethra;N36.3;Wypadnięcie błony śluzowej cewki moczowej;
N36;Inne schorzenia cewki moczowej;Other disorders of urethra;N36.8;Inne określone zaburzenia cewki moczowej;Other specified disorders of urethra
N36;Inne schorzenia cewki moczowej;Other disorders of urethra;N36.9;Zaburzenie cewki moczowej, nieokreślone;Urethral disorder, unspecified
N37*;Zaburzenia cewki moczowej w przebiegu chorób sklasyfikowanych gdzie indziej;Urethral disorders in diseases classified elsewhere;N37.0*;Zapalenie cewki moczowej w przebiegu chorób sklasyfikowanych gdzie indziej;Urethritis in diseases classified elsewhere
N37*;Zaburzenia cewki moczowej w przebiegu chorób sklasyfikowanych gdzie indziej;Urethral disorders in diseases classified elsewhere;N37.0*;Zapalenie cewki moczowej w przebiegu chorób sklasyfikowanych gdzie indziej;
N37*;Zaburzenia cewki moczowej w przebiegu chorób sklasyfikowanych gdzie indziej;Urethral disorders in diseases classified elsewhere;N37.8*;Inne zaburzenia cewki moczowej w przebiegu chorób sklasyfikowanych gdzie indziej;Other urethral disorders in diseases classified elsewhere
N39;Inne choroby układu moczowego;Other disorders of urinary system;N39.0;Zakażenie układu moczowego o nieokreślonym umiejscowieniu;Urinary tract infection, site not specified
N39;Inne choroby układu moczowego;Other disorders of urinary system;N39.1;Białkomocz uporczywy, nieokreślony;Persistent proteinuria, unspecified
N39;Inne choroby układu moczowego;Other disorders of urinary system;N39.2;Białkomocz ortostatyczny, nieokreślony;Orthostatic proteinuria, unspecified
N39;Inne choroby układu moczowego;Other disorders of urinary system;N39.3;Wysiłkowe nietrzymanie moczu;Stress incontinence
N39;Inne choroby układu moczowego;Other disorders of urinary system;N39.4;Inne określone nietrzymanie moczu;Other specified urinary incontinence
N39;Inne choroby układu moczowego;Other disorders of urinary system;N39.4;Inne określone nietrzymanie moczu;
N39;Inne choroby układu moczowego;Other disorders of urinary system;N39.4;Inne określone nietrzymanie moczu;
N39;Inne choroby układu moczowego;Other disorders of urinary system;N39.4;Inne określone nietrzymanie moczu;
N39;Inne choroby układu moczowego;Other disorders of urinary system;N39.8;Inne określone zaburzenia układu moczowego;Other specified disorders of urinary system
N39;Inne choroby układu moczowego;Other disorders of urinary system;N39.9;Zaburzenie układu moczowego, nieokreślone;Disorder of urinary system, unspecified
N40;Rozrost gruczołu krokowego;Hyperplasia of prostate;;;
N40;Rozrost gruczołu krokowego;Hyperplasia of prostate;;;
N40;Rozrost gruczołu krokowego;Hyperplasia of prostate;;;
N40;Rozrost gruczołu krokowego;Hyperplasia of prostate;;;
N40;Rozrost gruczołu krokowego;Hyperplasia of prostate;;;
N40;Rozrost gruczołu krokowego;Hyperplasia of prostate;;;
N40;Rozrost gruczołu krokowego;Hyperplasia of prostate;;;
N40;Rozrost gruczołu krokowego;Hyperplasia of prostate;;;
N40;Rozrost gruczołu krokowego;Hyperplasia of prostate;;;
N41;Choroby zapalne gruczołu krokowego;Inflammatory diseases of prostate;N41.0;Ostre zapalenie gruczołu krokowego;Acute prostatitis
N41;Choroby zapalne gruczołu krokowego;Inflammatory diseases of prostate;N41.1;Przewlekłe zapalenie gruczołu krokowego;Chronic prostatitis
N41;Choroby zapalne gruczołu krokowego;Inflammatory diseases of prostate;N41.2;Ropień gruczołu krokowego;Abscess of prostate
N41;Choroby zapalne gruczołu krokowego;Inflammatory diseases of prostate;N41.3;Zapalenie gruczołu krokowego i pęcherza moczowego;Prostatocystitis
N41;Choroby zapalne gruczołu krokowego;Inflammatory diseases of prostate;N41.8;Inne choroby zapalne gruczołu krokowego;Other inflammatory diseases of prostate
N41;Choroby zapalne gruczołu krokowego;Inflammatory diseases of prostate;N41.9;Choroba zapalna gruczołu krokowego, nieokreślona;Inflammatory disease of prostate, unspecified
N41;Choroby zapalne gruczołu krokowego;Inflammatory diseases of prostate;N41.9;Choroba zapalna gruczołu krokowego, nieokreślona;
N42;Inne choroby gruczołu krokowego;Other disorders of prostate;N42.0;Kamica gruczołu krokowego;Calculus of prostate
N42;Inne choroby gruczołu krokowego;Other disorders of prostate;N42.0;Kamica gruczołu krokowego;
N42;Inne choroby gruczołu krokowego;Other disorders of prostate;N42.1;Przekrwienie lub krwotok z gruczołu krokowego;Congestion and haemorrhage of prostate
N42;Inne choroby gruczołu krokowego;Other disorders of prostate;N42.2;Zanik gruczołu krokowego;Atrophy of prostate
N42;Inne choroby gruczołu krokowego;Other disorders of prostate;N42.8;Inne określone zaburzenia gruczołu krokowego;Other specified disorders of prostate
N42;Inne choroby gruczołu krokowego;Other disorders of prostate;N42.9;Zaburzenie gruczołu krokowego, nieokreślone;Disorder of prostate, unspecified
N43;Wodniak jądra i powrózka nasiennego;Hydrocele and spermatocele;N43.0;Otorbiony wodniak jądra;Encysted hydrocele
N43;Wodniak jądra i powrózka nasiennego;Hydrocele and spermatocele;N43.1;Zakażony wodniak jądra;Infected hydrocele
N43;Wodniak jądra i powrózka nasiennego;Hydrocele and spermatocele;N43.2;Inny wodniak jądra;Other hydrocele
N43;Wodniak jądra i powrózka nasiennego;Hydrocele and spermatocele;N43.3;Wodniak jądra, nieokreślony;Hydrocele, unspecified
N43;Wodniak jądra i powrózka nasiennego;Hydrocele and spermatocele;N43.4;Wodniak powrózka nasiennego;Spermatocele
N44;Skręt jądra;Torsion of testis;;;
N44;Skręt jądra;Torsion of testis;;;
N44;Skręt jądra;Torsion of testis;;;
N45;Zapalenie jądra i zapalenie najądrza;Orchitis and epididymitis;N45.0;Zapalenie jądra, zapalenie najądrza oraz zapalenie jądra i najądrza z ropniem;Orchitis, epididymitis and epididymo-orchitis with abscess
N45;Zapalenie jądra i zapalenie najądrza;Orchitis and epididymitis;N45.0;Zapalenie jądra, zapalenie najądrza oraz zapalenie jądra i najądrza z ropniem;
N45;Zapalenie jądra i zapalenie najądrza;Orchitis and epididymitis;N45.9;Zapalenie jądra, zapalenie najądrza oraz zapalenie jądra i najądrza bez ropnia;Orchitis, epididymitis and epididymo-orchitis without abscess
N45;Zapalenie jądra i zapalenie najądrza;Orchitis and epididymitis;N45.9;Zapalenie jądra, zapalenie najądrza oraz zapalenie jądra i najądrza bez ropnia;
N45;Zapalenie jądra i zapalenie najądrza;Orchitis and epididymitis;N45.9;Zapalenie jądra, zapalenie najądrza oraz zapalenie jądra i najądrza bez ropnia;
N46;Niepłodność męska;Male infertility;;;
N46;Niepłodność męska;Male infertility;;;
N47;Nadmiar napletka, stulejka i załupek;Redundant prepuce, phimosis and paraphimosis;;;
N47;Nadmiar napletka, stulejka i załupek;Redundant prepuce, phimosis and paraphimosis;;;
N48;Inne patologie prącia;Other disorders of penis;N48.0;Rogowacenie białe prącia;Leukoplakia of penis
N48;Inne patologie prącia;Other disorders of penis;N48.0;Rogowacenie białe prącia;
N48;Inne patologie prącia;Other disorders of penis;N48.0;Rogowacenie białe prącia;
N48;Inne patologie prącia;Other disorders of penis;N48.1;Zapalenie żołędzi prącia i napletka;Balanoposthitis
N48;Inne patologie prącia;Other disorders of penis;N48.1;Zapalenie żołędzi prącia i napletka;
N48;Inne patologie prącia;Other disorders of penis;N48.2;Inne choroby zapalne prącia;Other inflammatory disorders of penis
N48;Inne patologie prącia;Other disorders of penis;N48.2;Inne choroby zapalne prącia;
N48;Inne patologie prącia;Other disorders of penis;N48.2;Inne choroby zapalne prącia;
N48;Inne patologie prącia;Other disorders of penis;N48.2;Inne choroby zapalne prącia;
N48;Inne patologie prącia;Other disorders of penis;N48.2;Inne choroby zapalne prącia;
N48;Inne patologie prącia;Other disorders of penis;N48.2;Inne choroby zapalne prącia;
N48;Inne patologie prącia;Other disorders of penis;N48.3;Bolesny wzwód prącia;Priapism
N48;Inne patologie prącia;Other disorders of penis;N48.3;Bolesny wzwód prącia;
N48;Inne patologie prącia;Other disorders of penis;N48.4;Impotencja z przyczyn organicznych;Impotence of organic origin
N48;Inne patologie prącia;Other disorders of penis;N48.5;Owrzodzenie prącia;Ulcer of penis
N48;Inne patologie prącia;Other disorders of penis;N48.6;Zanikowe zapalenie żołędzi i blaszki wewnętrznej napletka;Induratio penis plastica
N48;Inne patologie prącia;Other disorders of penis;N48.6;Zanikowe zapalenie żołędzi i blaszki wewnętrznej napletka;
N48;Inne patologie prącia;Other disorders of penis;N48.6;Zanikowe zapalenie żołędzi i blaszki wewnętrznej napletka;
N48;Inne patologie prącia;Other disorders of penis;N48.8;Inne określone zaburzenia prącia;Other specified disorders of penis
N48;Inne patologie prącia;Other disorders of penis;N48.8;Inne określone zaburzenia prącia;
N48;Inne patologie prącia;Other disorders of penis;N48.8;Inne określone zaburzenia prącia;
N48;Inne patologie prącia;Other disorders of penis;N48.8;Inne określone zaburzenia prącia;
N48;Inne patologie prącia;Other disorders of penis;N48.9;Zaburzenie prącia, nieokreślone;Disorder of penis, unspecified
N49;Zapalne choroby męskich narządów płciowych, niesklasyfikowane gdzie indziej;Inflammatory disorders of male genital organs, not elsewhere classified;N49.0;Choroby zapalne pęcherzyków nasiennych;Inflammatory disorders of seminal vesicle
N49;Zapalne choroby męskich narządów płciowych, niesklasyfikowane gdzie indziej;Inflammatory disorders of male genital organs, not elsewhere classified;N49.0;Choroby zapalne pęcherzyków nasiennych;
N49;Zapalne choroby męskich narządów płciowych, niesklasyfikowane gdzie indziej;Inflammatory disorders of male genital organs, not elsewhere classified;N49.1;Choroby zapalne powrózka nasiennego, osłonki pochwowej jądra i nasieniowodu;Inflammatory disorders of spermatic cord, tunica vaginalis and vas deferens
N49;Zapalne choroby męskich narządów płciowych, niesklasyfikowane gdzie indziej;Inflammatory disorders of male genital organs, not elsewhere classified;N49.1;Choroby zapalne powrózka nasiennego, osłonki pochwowej jądra i nasieniowodu;
N49;Zapalne choroby męskich narządów płciowych, niesklasyfikowane gdzie indziej;Inflammatory disorders of male genital organs, not elsewhere classified;N49.2;Choroby zapalne moszny;Inflammatory disorders of scrotum
N49;Zapalne choroby męskich narządów płciowych, niesklasyfikowane gdzie indziej;Inflammatory disorders of male genital organs, not elsewhere classified;N49.8;Choroby zapalne innych określonych męskich narządów płciowych;Inflammatory disorders of other specified male genital organs
N49;Zapalne choroby męskich narządów płciowych, niesklasyfikowane gdzie indziej;Inflammatory disorders of male genital organs, not elsewhere classified;N49.8;Choroby zapalne innych określonych męskich narządów płciowych;
N49;Zapalne choroby męskich narządów płciowych, niesklasyfikowane gdzie indziej;Inflammatory disorders of male genital organs, not elsewhere classified;N49.9;Choroby zapalne męskich narządów płciowych o nieokreślonym umiejscowieniu;Inflammatory disorder of unspecified male genital organ
N49;Zapalne choroby męskich narządów płciowych, niesklasyfikowane gdzie indziej;Inflammatory disorders of male genital organs, not elsewhere classified;N49.9;Choroby zapalne męskich narządów płciowych o nieokreślonym umiejscowieniu;
N49;Zapalne choroby męskich narządów płciowych, niesklasyfikowane gdzie indziej;Inflammatory disorders of male genital organs, not elsewhere classified;N49.9;Choroby zapalne męskich narządów płciowych o nieokreślonym umiejscowieniu;
N49;Zapalne choroby męskich narządów płciowych, niesklasyfikowane gdzie indziej;Inflammatory disorders of male genital organs, not elsewhere classified;N49.9;Choroby zapalne męskich narządów płciowych o nieokreślonym umiejscowieniu;
N49;Zapalne choroby męskich narządów płciowych, niesklasyfikowane gdzie indziej;Inflammatory disorders of male genital organs, not elsewhere classified;N49.9;Choroby zapalne męskich narządów płciowych o nieokreślonym umiejscowieniu;
N50;Inne choroby męskich narządów płciowych;Other disorders of male genital organs;N50.0;Zanik jądra;Atrophy of testis
N50;Inne choroby męskich narządów płciowych;Other disorders of male genital organs;N50.1;Zaburzenia naczyniowe męskich narządów płciowych;Vascular disorders of male genital organs
N50;Inne choroby męskich narządów płciowych;Other disorders of male genital organs;N50.1;Zaburzenia naczyniowe męskich narządów płciowych;
N50;Inne choroby męskich narządów płciowych;Other disorders of male genital organs;N50.1;Zaburzenia naczyniowe męskich narządów płciowych;
N50;Inne choroby męskich narządów płciowych;Other disorders of male genital organs;N50.1;Zaburzenia naczyniowe męskich narządów płciowych;
N50;Inne choroby męskich narządów płciowych;Other disorders of male genital organs;N50.8;Inne określone zaburzenia męskich narządów płciowych;Other specified disorders of male genital organs
N50;Inne choroby męskich narządów płciowych;Other disorders of male genital organs;N50.8;Inne określone zaburzenia męskich narządów płciowych;
N50;Inne choroby męskich narządów płciowych;Other disorders of male genital organs;N50.8;Inne określone zaburzenia męskich narządów płciowych;
N50;Inne choroby męskich narządów płciowych;Other disorders of male genital organs;N50.8;Inne określone zaburzenia męskich narządów płciowych;
N50;Inne choroby męskich narządów płciowych;Other disorders of male genital organs;N50.8;Inne określone zaburzenia męskich narządów płciowych;
N50;Inne choroby męskich narządów płciowych;Other disorders of male genital organs;N50.8;Inne określone zaburzenia męskich narządów płciowych;
N50;Inne choroby męskich narządów płciowych;Other disorders of male genital organs;N50.8;Inne określone zaburzenia męskich narządów płciowych;
